run_id,seed,episode,objective_return,final_energy,survived,steps,mean_td_loss,mean_gradient_norm,max_gradient_norm,weight_norm,mean_abs_q,max_abs_q,mean_abs_td_error,target_distance,epsilon
H_EPSILON_HIGH,11,1,-3.7473639731360127,-3.7473639731360127,0,6,,,,,,,,,0.9998575
H_EPSILON_HIGH,11,2,-14.820473186412626,-14.820473186412626,0,6,,,,,,,,,0.999715
H_EPSILON_HIGH,11,3,-48.77260228216106,-48.77260228216106,0,6,,,,,,,,,0.9995725
H_EPSILON_HIGH,11,4,-8.876087609661996,-8.876087609661996,0,6,,,,,,,,,0.99943
H_EPSILON_HIGH,11,5,3.4760973988101656,3.4760973988101656,1,6,,,,,,,,,0.9992875
H_EPSILON_HIGH,11,6,-3.8268048710460225,-3.8268048710460225,0,6,,,,,,,,,0.999145
H_EPSILON_HIGH,11,7,-27.382146266519012,-27.382146266519012,0,6,,,,,,,,,0.9990025
H_EPSILON_HIGH,11,8,-2.8181216761784613,-2.8181216761784613,0,6,,,,,,,,,0.99886
H_EPSILON_HIGH,11,9,18.784678317616063,18.784678317616063,1,6,,,,,,,,,0.9987175
H_EPSILON_HIGH,11,10,-21.509566355829673,-21.509566355829673,0,6,,,,,,,,,0.998575
H_EPSILON_HIGH,11,11,-17.925706321064425,-17.925706321064425,0,6,,,,,,,,,0.9984325
H_EPSILON_HIGH,11,12,1.4856485326747233,1.4856485326747233,1,6,,,,,,,,,0.99829
H_EPSILON_HIGH,11,13,-3.1866485393289867,-3.1866485393289867,0,6,,,,,,,,,0.9981475
H_EPSILON_HIGH,11,14,-32.32795076796244,-32.32795076796244,0,6,,,,,,,,,0.998005
H_EPSILON_HIGH,11,15,20.844520015180255,20.844520015180255,1,6,,,,,,,,,0.9978625
H_EPSILON_HIGH,11,16,-0.9959746223064823,-0.9959746223064823,0,6,,,,,,,,,0.99772
H_EPSILON_HIGH,11,17,-30.85668199377225,-30.85668199377225,0,6,,,,,,,,,0.9975775
H_EPSILON_HIGH,11,18,-8.611646434702871,-8.611646434702871,0,6,,,,,,,,,0.997435
H_EPSILON_HIGH,11,19,-2.222790617920423,-2.222790617920423,0,6,,,,,,,,,0.9972925
H_EPSILON_HIGH,11,20,-24.649605661262004,-24.649605661262004,0,6,,,,,,,,,0.99715
H_EPSILON_HIGH,11,21,-64.5278839357332,-64.5278839357332,0,6,,,,,,,,,0.9970075
H_EPSILON_HIGH,11,22,4.65600887332005,4.65600887332005,1,6,,,,,,,,,0.996865
H_EPSILON_HIGH,11,23,2.848259403160548,2.848259403160548,1,6,,,,,,,,,0.9967225
H_EPSILON_HIGH,11,24,-17.23988162398163,-17.23988162398163,0,6,,,,,,,,,0.99658
H_EPSILON_HIGH,11,25,-20.354782526605984,-20.354782526605984,0,6,,,,,,,,,0.9964375
H_EPSILON_HIGH,11,26,-0.8140355021943644,-0.8140355021943644,0,6,,,,,,,,,0.996295
H_EPSILON_HIGH,11,27,-3.595672077261421,-3.595672077261421,0,6,,,,,,,,,0.9961525
H_EPSILON_HIGH,11,28,4.025239400314863,4.025239400314863,1,6,,,,,,,,,0.99601
H_EPSILON_HIGH,11,29,-0.34467255793088203,-0.34467255793088203,0,6,,,,,,,,,0.9958675
H_EPSILON_HIGH,11,30,-10.332223744593662,-10.332223744593662,0,6,,,,,,,,,0.995725
H_EPSILON_HIGH,11,31,-41.28611186836916,-41.28611186836916,0,6,,,,,,,,,0.9955825
H_EPSILON_HIGH,11,32,1.6118470990320795,1.6118470990320795,1,6,,,,,,,,,0.99544
